1607760000000;55.895.000.000;56.065.000.000;55.392.000.000;55.949.000.000;6.948.021.238.000;1,61E+12;3.871.398.571.286.550;39806;3.362.988.629.000;1.873.860.033.475.490;0
1607770000000;55.951.000.000;56.039.000.000;55.128.000.000;55.454.000.000;9.653.071.279.000;1,61E+12;5.357.869.488.950.590;58517;5.020.653.350.000;2.787.031.138.481.650;0
1607790000000;55.453.000.000;56.950.000.000;55.168.000.000;56.880.000.000;12.413.907.757.000;1,61E+12;6.963.198.176.937.940;60522;6.873.563.825.000;3.855.872.690.384.110;0
1607800000000;56.881.000.000;57.400.000.000;56.631.000.000;56.804.000.000;9.675.519.025.000;1,61E+12;5.511.039.510.458.020;59377;4.958.172.688.000;2.824.948.866.825.800;0
1607820000000;56.809.000.000;56.968.000.000;56.322.000.000;56.542.000.000;5.821.673.075.000;1,61E+12;3.295.661.285.851.200;31961;3.021.211.721.000;1.710.314.360.883.340;0
1607830000000;56.545.000.000;58.000.000.000;56.416.000.000;57.902.000.000;11.489.785.062.000;1,61E+12;6.580.773.330.662.520;58909;6.405.557.671.000;3.669.830.860.421.810;0
1607850000000;57.907.000.000;58.688.000.000;57.724.000.000;58.556.000.000;15.751.007.700.000;1,61E+12;9.169.901.466.340.800;76949;7.545.469.190.000;4.394.746.914.137.220;0
1607860000000;58.559.000.000;58.971.000.000;57.966.000.000;58.522.000.000;12.718.523.259.000;1,61E+12;7.444.064.182.030.200;70382;6.121.378.965.000;3.583.365.498.008.300;0
1607880000000;58.522.000.000;59.500.000.000;58.522.000.000;59.187.000.000;11.858.811.677.000;1,61E+12;7.021.953.315.337.420;66514;5.810.716.747.000;3.440.222.728.677.170;0
1607890000000;59.187.000.000;59.336.000.000;58.381.000.000;59.070.000.000;8.139.645.385.000;1,61E+12;4.794.902.454.450.860;54810;3.715.598.208.000;2.188.895.354.224.190;0
1607900000000;59.081.000.000;59.148.000.000;58.175.000.000;59.048.000.000;9.636.452.785.000;1,61E+12;5.656.001.429.625.900;47481;4.765.864.013.000;2.797.305.242.090.560;0
1607920000000;59.048.000.000;59.117.000.000;58.290.000.000;58.599.000.000;7.540.166.337.000;1,61E+12;4.419.489.639.389.030;40523;3.756.685.572.000;2.202.172.181.564.220;0
1607930000000;58.599.000.000;58.931.000.000;57.560.000.000;57.970.000.000;9.437.972.979.000;1,61E+12;5.498.995.466.367.340;51816;4.385.569.352.000;2.556.222.528.751.710;0
1607950000000;57.969.000.000;58.837.000.000;57.612.000.000;58.382.000.000;9.831.932.998.000;1,61E+12;5.720.970.556.797.400;55512;4.897.591.933.000;2.850.121.244.888.920;0
1607960000000;58.382.000.000;58.650.000.000;58.000.000.000;58.522.000.000;6.899.361.269.000;1,61E+12;4.023.915.377.281.870;39462;3.547.399.453.000;2.068.798.578.392.360;0
1607980000000;58.520.000.000;58.877.000.000;58.304.000.000;58.629.000.000;5.955.316.338.000;1,61E+12;3.491.649.925.787.250;37952;3.151.360.254.000;1.847.996.226.875.500;0
1607990000000;58.629.000.000;59.720.000.000;58.561.000.000;59.277.000.000;12.333.760.763.000;1,61E+12;7.309.873.350.203.930;66662;6.803.727.161.000;4.032.643.137.206.790;0
1608000000000;59.277.000.000;59.334.000.000;57.858.000.000;58.574.000.000;11.132.493.959.000;1,61E+12;6.508.813.346.979.000;68900;5.359.415.420.000;3.133.349.428.514.320;0
1608020000000;58.575.000.000;58.921.000.000;58.011.000.000;58.559.000.000;9.683.596.592.000;1,61E+12;5.661.424.173.488.690;55157;5.044.744.012.000;2.949.818.559.570.870;0
1608030000000;58.549.000.000;58.900.000.000;58.252.000.000;58.582.000.000;7.905.334.405.000;1,61E+12;4.630.962.090.370.000;49802;3.771.445.986.000;2.209.670.319.768.650;0
1608050000000;58.582.000.000;59.292.000.000;58.380.000.000;59.228.000.000;8.874.053.045.000;1,61E+12;5.219.275.125.651.140;48828;4.618.307.628.000;2.716.817.587.079.200;0
1608060000000;59.231.000.000;59.317.000.000;58.529.000.000;58.864.000.000;6.997.813.247.000;1,61E+12;4.123.969.750.246.450;39812;3.462.618.796.000;2.040.938.592.804.800;0
1608080000000;58.878.000.000;58.943.000.000;58.227.000.000;58.331.000.000;7.337.268.538.000;1,61E+12;4.291.097.410.385.920;41106;3.382.080.201.000;1.978.071.540.902.880;0
1608090000000;58.331.000.000;58.650.000.000;58.071.000.000;58.502.000.000;6.644.905.633.000;1,61E+12;3.881.901.503.346.250;37256;3.397.571.213.000;1.984.916.758.554.010;0
1608110000000;58.501.000.000;59.650.000.000;58.380.000.000;59.378.000.000;14.934.707.973.000;1,61E+12;8.830.142.642.510.730;79506;7.863.521.100.000;4.649.808.384.656.220;0
1608120000000;59.379.000.000;62.500.000.000;59.078.000.000;62.020.000.000;43.314.405.906.000;1,61E+12;26.446.095.624.786.200;204847;23.387.462.598.000;14.278.002.953.478.800;0
1608130000000;62.019.000.000;62.900.000.000;61.601.000.000;62.250.000.000;23.795.636.992.000;1,61E+12;14.840.878.939.278.100;117771;11.882.691.007.000;7.412.844.004.296.360;0
1608150000000;62.251.000.000;64.000.000.000;62.096.000.000;63.718.000.000;22.531.880.036.000;1,61E+12;14.210.808.320.466.200;109077;11.676.499.543.000;7.364.441.162.321.940;0
1608160000000;63.718.000.000;65.212.000.000;63.339.000.000;63.672.000.000;31.255.329.771.000;1,61E+12;20.123.910.436.554.800;145314;15.061.634.047.000;9.700.656.039.823.190;0
1608180000000;63.672.000.000;64.900.000.000;63.600.000.000;64.806.000.000;18.964.079.402.000;1,61E+12;12.203.352.407.370.900;86068;8.988.889.120.000;5.786.000.763.678.410;0
1608190000000;64.800.000.000;67.021.000.000;63.500.000.000;66.187.000.000;55.401.678.786.000;1,61E+12;36.263.930.255.120.900;248451;26.649.615.870.000;17.441.104.491.746.300;0
1608210000000;66.188.000.000;66.745.000.000;65.252.000.000;66.531.000.000;24.647.115.182.000;1,61E+12;16.328.706.041.564.800;123880;12.066.105.087.000;7.994.405.936.260.260;0
1608220000000;66.532.000.000;67.625.000.000;62.576.000.000;64.813.000.000;44.743.197.390.000;1,61E+12;29.439.797.055.082.400;223411;21.503.004.698.000;14.159.671.447.550.900;0
